data,label,X,Y,Z,Classification
Will the increase of staffing shortage cause equipment breakdown during clinic closure?,No,staffing shortage,equipment breakdown,clinic closure,B_D
Will the increase of principal amount cause interest accrual and the increase of time period cause interest accrual?,Yes,principal amount,time period,interest accrual,B_D
Will the increase of bug swarm cause dry heat during crop fail?,No,bug swarm,dry heat,crop fail,B_D
Will the increase of inspection failure cause building closure and the increase of lease dispute cause building closure?,Yes,inspection failure,lease dispute,building closure,B_D
Will the increase of cable theft cause config error during service interruption?,No,cable theft,config error,service interruption,B_D
Will the increase of supply shortage cause factory shutdown and the increase of machine breakdown cause factory shutdown?,Yes,supply shortage,machine breakdown,factory shutdown,B_D
Will the increase of language barrier cause visa delay during travel cancellation?,No,language barrier,visa delay,travel cancellation,B_D
Will the increase of engine failure cause ferry cancellation and the increase of harbor closure cause ferry cancellation?,Yes,engine failure,harbor closure,ferry cancellation,B_D
Will the increase of bad food cause virus bug during stomach pain?,No,bad food,virus bug,stomach pain,B_D
Will the increase of headset shortage cause webinar cancellation and the increase of microphone fault cause webinar cancellation?,Yes,headset shortage,microphone fault,webinar cancellation,B_D
Will the increase of data breach cause compliance audit during site shutdown?,No,data breach,compliance audit,site shutdown,B_D
Will the increase of insect swarm cause picnic cancellation and the increase of smoke fumes cause picnic cancellation?,Yes,insect swarm,smoke fumes,picnic cancellation,B_D
Will the increase of tire puncture cause brake lock during car stop?,No,tire puncture,brake lock,car stop,B_D
Will the increase of ticket outage cause tour cancellation and the increase of staff shortage cause tour cancellation?,Yes,ticket outage,staff shortage,tour cancellation,B_D
Will the increase of smoke odor cause ceiling leak during hallway closure?,No,smoke odor,ceiling leak,hallway closure,B_D
Will the increase of freight backlog cause port slowdown and the increase of crane failure cause port slowdown?,Yes,freight backlog,crane failure,port slowdown,B_D
Will the increase of permit delay cause materials shortage during project pause?,No,permit delay,materials shortage,project pause,B_D
Will the increase of keyboard failure cause device replacement and the increase of screen crack cause device replacement?,Yes,keyboard failure,screen crack,device replacement,B_D
Will the increase of cup drop cause plate slip during mess made?,No,cup drop,plate slip,mess made,B_D
Will the increase of passport loss cause checkin delay and the increase of ticket error cause checkin delay?,Yes,passport loss,ticket error,checkin delay,B_D
Will the increase of yeast rise cause oven heat during bread bake?,No,yeast rise,oven heat,bread bake,B_D
Will the increase of generator failure cause power blackout and the increase of transformer fire cause power blackout?,Yes,generator failure,transformer fire,power blackout,B_D
Will the increase of steel fatigue cause barge impact during bridge closure?,No,steel fatigue,barge impact,bridge closure,B_D
Will the increase of drum rip cause beat stop and the increase of stick snap cause beat stop?,Yes,drum rip,stick snap,beat stop,B_D
Will the increase of ice shortage cause boiler fault during pool closure?,No,ice shortage,boiler fault,pool closure,B_D
Will the increase of instructor illness cause exam postponement and the increase of bus strike cause exam postponement?,Yes,instructor illness,bus strike,exam postponement,B_D
Will the increase of paper shortage cause ink spill during print cancellation?,No,paper shortage,ink spill,print cancellation,B_D
Will the increase of gas leak cause venue evacuation and the increase of bomb threat cause venue evacuation?,Yes,gas leak,bomb threat,venue evacuation,B_D
Will the increase of hail fall cause gale blow during roof dent?,No,hail fall,gale blow,roof dent,B_D
Will the increase of wind gust cause boat drift and the increase of oar snap cause boat drift?,Yes,wind gust,oar snap,boat drift,B_D
Will the increase of software rollout cause facility tour during onboarding session?,No,software rollout,facility tour,onboarding session,B_D
Will the increase of policy change cause staff meeting and the increase of executive visit cause staff meeting?,Yes,policy change,executive visit,staff meeting,B_D
Will the increase of contract dispute cause safety concern during team briefing?,No,contract dispute,safety concern,team briefing,B_D
Will the increase of feature request cause design review and the increase of hardware constraint cause design review?,Yes,feature request,hardware constraint,design review,B_D
Will the increase of building repair cause holiday change during schedule planning?,No,building repair,holiday change,schedule planning,B_D
Will the increase of lens crack cause photo ruin and the increase of film tear cause photo ruin?,Yes,lens crack,film tear,photo ruin,B_D
Will the increase of captcha bug cause ssl expiry during login lockout?,No,captcha bug,ssl expiry,login lockout,B_D
Will the increase of microphone failure cause webinar pause and the increase of platform update cause webinar pause?,Yes,microphone failure,platform update,webinar pause,B_D
Will the increase of vendor visit cause audit request during policy review?,No,vendor visit,audit request,policy review,B_D
Will the increase of equipment upgrade cause training session and the increase of new hire cause training session?,Yes,equipment upgrade,new hire,training session,B_D
Will the increase of rain drop cause sprinkler spray during lawn flood?,No,rain drop,sprinkler spray,lawn flood,B_D
Will the increase of salt add cause taste odd and the increase of lime squeeze cause taste odd?,Yes,salt add,lime squeeze,taste odd,B_D
Will the increase of cat play cause wind blow during vase drop?,No,cat play,wind blow,vase drop,B_D
Will the increase of salt spill cause meal spoil and the increase of pepper dump cause meal spoil?,Yes,salt spill,pepper dump,meal spoil,B_D
Will the increase of transformer fault cause heat wave during power blackout?,No,transformer fault,heat wave,power blackout,B_D
Will the increase of chemical leak cause air advisory and the increase of forest fire cause air advisory?,Yes,chemical leak,forest fire,air advisory,B_D
Will the increase of security sweep cause fuel spill during gate closure?,No,security sweep,fuel spill,gate closure,B_D
Will the increase of printer queue cause copy delay and the increase of paper shortage cause copy delay?,Yes,printer queue,paper shortage,copy delay,B_D
Will the increase of artist illness cause storm warning during show postponement?,No,artist illness,storm warning,show postponement,B_D
Will the increase of gas leak cause house fire and the increase of spark fly cause house fire?,Yes,gas leak,spark fly,house fire,B_D
Will the increase of engine trouble cause route blockade during bus delay?,No,engine trouble,route blockade,bus delay,B_D
Will the increase of ant invasion cause picnic mess and the increase of fly swarm cause picnic mess?,Yes,ant invasion,fly swarm,picnic mess,B_D
Will the increase of payment glitch cause address mismatch during order review?,No,payment glitch,address mismatch,order review,B_D
Will the increase of database upgrade cause schedule change and the increase of fire drill cause schedule change?,Yes,database upgrade,fire drill,schedule change,B_D
Will the increase of shipping surge cause dock repair during dock queue?,No,shipping surge,dock repair,dock queue,B_D
Will the increase of marathon event cause route diversion and the increase of bridge repair cause route diversion?,Yes,marathon event,bridge repair,route diversion,B_D
Will the increase of charge dispute cause address error during refund delay?,No,charge dispute,address error,refund delay,B_D
Will the increase of ink blot cause letter ruin and the increase of paper rip cause letter ruin?,Yes,ink blot,paper rip,letter ruin,B_D
Will the increase of menu rotation cause cash shortage during lunch slowdown?,No,menu rotation,cash shortage,lunch slowdown,B_D
Will the increase of hail storm cause glass shatter and the increase of ball hit cause glass shatter?,Yes,hail storm,ball hit,glass shatter,B_D
Will the increase of library event cause power test during room conflict?,No,library event,power test,room conflict,B_D
Will the increase of flu virus cause work miss and the increase of leg break cause work miss?,Yes,flu virus,leg break,work miss,B_D
Will the increase of elevator service cause fire inspection during stair crowd?,No,elevator service,fire inspection,stair crowd,B_D
Will the increase of disk rot cause load fail and the increase of port dust cause load fail?,Yes,disk rot,port dust,load fail,B_D
Will the increase of sun shine cause heater on during room heat?,No,sun shine,heater on,room heat,B_D
Will the increase of chef flu cause food late and the increase of stove bust cause food late?,Yes,chef flu,stove bust,food late,B_D
Will the increase of pipe burst cause drought warning during water restriction?,No,pipe burst,drought warning,water restriction,B_D
Will the increase of tooth ache cause sleep loss and the increase of ear infection cause sleep loss?,Yes,tooth ache,ear infection,sleep loss,B_D
Will the increase of tripod slip cause audio distortion during recording restart?,No,tripod slip,audio distortion,recording restart,B_D
Will the increase of bee sting cause beach pain and the increase of sun burn cause beach pain?,Yes,bee sting,sun burn,beach pain,B_D
Will the increase of garage closure cause shuttle strike during commute delay?,No,garage closure,shuttle strike,commute delay,B_D
Will the increase of time change cause meeting confusion and the increase of calendar error cause meeting confusion?,Yes,time change,calendar error,meeting confusion,B_D
Will the increase of label misprint cause keypad fault during checkout delay?,No,label misprint,keypad fault,checkout delay,B_D
Will the increase of mouse eat cause cheese bad and the increase of mold grow cause cheese bad?,Yes,mouse eat,mold grow,cheese bad,B_D
Will the increase of network test cause patch rollout during system pause?,No,network test,patch rollout,system pause,B_D
Will the increase of weather advisory cause takeoff wait and the increase of crew shortage cause takeoff wait?,Yes,weather advisory,crew shortage,takeoff wait,B_D
Will the increase of routing bug cause switch failure during call outage?,No,routing bug,switch failure,call outage,B_D
Will the increase of promo campaign cause login queue and the increase of password reset cause login queue?,Yes,promo campaign,password reset,login queue,B_D
Will the increase of permit backlog cause generator failure during site shutdown?,No,permit backlog,generator failure,site shutdown,B_D
Will the increase of fox run cause grass move and the increase of rabbit hop cause grass move?,Yes,fox run,rabbit hop,grass move,B_D
Will the increase of gas leak cause sprinkler test during hall evacuation?,No,gas leak,sprinkler test,hall evacuation,B_D
Will the increase of loud noise cause baby wake and the increase of bright light cause baby wake?,Yes,loud noise,bright light,baby wake,B_D
Will the increase of snow squall cause track repair during train delay?,No,snow squall,track repair,train delay,B_D
Will the increase of speaker illness cause talk reschedule and the increase of projector failure cause talk reschedule?,Yes,speaker illness,projector failure,talk reschedule,B_D
Will the increase of frost bite cause skin cut during hand hurt?,No,frost bite,skin cut,hand hurt,B_D
Will the increase of road accident cause traffic jam and the increase of bridge lift cause traffic jam?,Yes,road accident,bridge lift,traffic jam,B_D
Will the increase of parcel surge cause scanner jam during sorting delay?,No,parcel surge,scanner jam,sorting delay,B_D
Will the increase of depth perception cause visual clarity and the increase of color contrast cause visual clarity?,Yes,depth perception,color contrast,visual clarity,B_D
Will the increase of permit revision cause speaker crackle during safety meeting?,No,permit revision,speaker crackle,safety meeting,B_D
Will the increase of stage damage cause event delay and the increase of weather warning cause event delay?,Yes,stage damage,weather warning,event delay,B_D
Will the increase of port congestion cause document error during cargo hold?,No,port congestion,document error,cargo hold,B_D
Will the increase of bear sight cause hike fear and the increase of snake hiss cause hike fear?,Yes,bear sight,snake hiss,hike fear,B_D
Will the increase of ball hit cause stone throw during glass crack?,No,ball hit,stone throw,glass crack,B_D
Will the increase of runway repair cause flight delay and the increase of crew shortage cause flight delay?,Yes,runway repair,crew shortage,flight delay,B_D
Will the increase of drum bang cause guitar twang during loud music?,No,drum bang,guitar twang,loud music,B_D
Will the increase of printer jam cause copy backlog and the increase of paper shortage cause copy backlog?,Yes,printer jam,paper shortage,copy backlog,B_D
Will the increase of main break cause valve failure during water cutoff?,No,main break,valve failure,water cutoff,B_D
Will the increase of construction noise cause class interruption and the increase of fire drill cause class interruption?,Yes,construction noise,fire drill,class interruption,B_D
Will the increase of bus strike cause signal failure during service disruption?,No,bus strike,signal failure,service disruption,B_D
Will the increase of equipment recall cause policy review and the increase of safety complaint cause policy review?,Yes,equipment recall,safety complaint,policy review,B_D
Will the increase of lime juice cause hot pepper during tongue sting?,No,lime juice,hot pepper,tongue sting,B_D
Will the increase of festival parade cause street closure and the increase of lane repaint cause street closure?,Yes,festival parade,lane repaint,street closure,B_D
Will the increase of office renovation cause budget cut during shift change?,No,office renovation,budget cut,shift change,B_D
Will the increase of ink spill cause shirt stain and the increase of coffee drop cause shirt stain?,Yes,ink spill,coffee drop,shirt stain,B_D
Will the increase of budget anomaly cause ethics complaint during board hearing?,No,budget anomaly,ethics complaint,board hearing,B_D
Will the increase of antenna damage cause signal dropout and the increase of satellite drift cause signal dropout?,Yes,antenna damage,satellite drift,signal dropout,B_D
Will the increase of trade embargo cause pipeline rupture during fuel rationing?,No,trade embargo,pipeline rupture,fuel rationing,B_D
Will the increase of red paint cause art mess and the increase of blue ink cause art mess?,Yes,red paint,blue ink,art mess,B_D
Will the increase of visa backlog cause gale warning during trip reschedule?,No,visa backlog,gale warning,trip reschedule,B_D
Will the increase of cable fray cause call drops and the increase of tower upgrade cause call drops?,Yes,cable fray,tower upgrade,call drops,B_D
Will the increase of wage dispute cause parts recall during plant slowdown?,No,wage dispute,parts recall,plant slowdown,B_D
Will the increase of headline rumor cause market dip and the increase of rate hike cause market dip?,Yes,headline rumor,rate hike,market dip,B_D
Will the increase of toner spill cause file corruption during report delay?,No,toner spill,file corruption,report delay,B_D
Will the increase of soap slip cause bath fall and the increase of mat slide cause bath fall?,Yes,soap slip,mat slide,bath fall,B_D
Will the increase of water main cause hydrant burst during street flooding?,No,water main,hydrant burst,street flooding,B_D
Will the increase of lab spill cause hazard huddle and the increase of audit visit cause hazard huddle?,Yes,lab spill,audit visit,hazard huddle,B_D
Will the increase of server patch cause storage crash during login errors?,No,server patch,storage crash,login errors,B_D
Will the increase of barcode error cause parcel misroute and the increase of sorting backlog cause parcel misroute?,Yes,barcode error,sorting backlog,parcel misroute,B_D
Will the increase of ticket overflow cause seat change during gate congestion?,No,ticket overflow,seat change,gate congestion,B_D
Will the increase of tour group cause aisle crowding and the increase of floor repair cause aisle crowding?,Yes,tour group,floor repair,aisle crowding,B_D
Will the increase of fog advisory cause deicing delay during departure hold?,No,fog advisory,deicing delay,departure hold,B_D
Will the increase of zoning appeal cause site freeze and the increase of insurance dispute cause site freeze?,Yes,zoning appeal,insurance dispute,site freeze,B_D
Will the increase of software defect cause vendor merger during service notice?,No,software defect,vendor merger,service notice,B_D
Will the increase of heater failure cause class relocation and the increase of window crack cause class relocation?,Yes,heater failure,window crack,class relocation,B_D
Will the increase of catering delay cause stage setup during show shuffle?,No,catering delay,stage setup,show shuffle,B_D
Will the increase of union walkout cause schedule shift and the increase of fleet recall cause schedule shift?,Yes,union walkout,fleet recall,schedule shift,B_D
Will the increase of coin shortage cause scanner upgrade during register slowdown?,No,coin shortage,scanner upgrade,register slowdown,B_D
Will the increase of circuit trip cause pump shutdown and the increase of motor heat cause pump shutdown?,Yes,circuit trip,motor heat,pump shutdown,B_D
Will the increase of scope change cause support roster during strategy session?,No,scope change,support roster,strategy session,B_D
Will the increase of staff transfer cause vendor meeting and the increase of topic queue cause vendor meeting?,Yes,staff transfer,topic queue,vendor meeting,B_D
Will the increase of venue revision cause training notes during project briefing?,No,venue revision,training notes,project briefing,B_D
Will the increase of policy draft cause policy forum and the increase of task assignment cause policy forum?,Yes,policy draft,task assignment,policy forum,B_D
Will the increase of budget amendment cause handoff notes during audit session?,No,budget amendment,handoff notes,audit session,B_D
Will the increase of humidity level cause allergy reaction and the increase of pollen count cause allergy reaction?,Yes,humidity level,pollen count,allergy reaction,B_D
Will the increase of deadline shift cause room booking during schedule forum?,No,deadline shift,room booking,schedule forum,B_D
Will the increase of tire wear cause flat tire and the increase of glass cut cause flat tire?,Yes,tire wear,glass cut,flat tire,B_D
Will the increase of nut loose cause tire bald during drive risk?,No,nut loose,tire bald,drive risk,B_D
Will the increase of meeting request cause status meeting and the increase of summary report cause status meeting?,Yes,meeting request,summary report,status meeting,B_D
Will the increase of travel advisory cause compliance note during risk briefing?,No,travel advisory,compliance note,risk briefing,B_D
Will the increase of audit request cause planning call and the increase of schedule grid cause planning call?,Yes,audit request,schedule grid,planning call,B_D
Will the increase of permit update cause attendance list during training seminar?,No,permit update,attendance list,training seminar,B_D
Will the increase of inventory audit cause design workshop and the increase of action plan cause design workshop?,Yes,inventory audit,action plan,design workshop,B_D
Will the increase of security notice cause materials list during update meeting?,No,security notice,materials list,update meeting,B_D
Will the increase of service request cause review meeting and the increase of agenda update cause review meeting?,Yes,service request,agenda update,review meeting,B_D
Will the increase of system upgrade cause risk memo during audit meeting?,No,system upgrade,risk memo,audit meeting,B_D
Will the increase of route revision cause routing briefing and the increase of checklist update cause routing briefing?,Yes,route revision,checklist update,routing briefing,B_D
Will the increase of schedule change cause meeting notes during planning session?,No,schedule change,meeting notes,planning session,B_D
Will the increase of policy update cause support clinic and the increase of design notes cause support clinic?,Yes,policy update,design notes,support clinic,B_D
Will the increase of budget request cause minutes review during briefing session?,No,budget request,minutes review,briefing session,B_D
Will the increase of note accuracy cause musical performance and the increase of rhythm sense cause musical performance?,Yes,note accuracy,rhythm sense,musical performance,B_D
Will the increase of portfolio quality cause skill strength during interview invitation?,No,portfolio quality,skill strength,interview invitation,B_D
Will the increase of badge renewal cause orientation forum and the increase of session outline cause orientation forum?,Yes,badge renewal,session outline,orientation forum,B_D
Will the increase of supply reorder cause topic list during budget workshop?,No,supply reorder,topic list,budget workshop,B_D
Will the increase of ethics complaint cause committee hearing and the increase of finance anomaly cause committee hearing?,Yes,ethics complaint,finance anomaly,committee hearing,B_D
Will the increase of snow load cause wind force during roof crash?,No,snow load,wind force,roof crash,B_D
Will the increase of license expiry cause compliance summit and the increase of policy update cause compliance summit?,Yes,license expiry,policy update,compliance summit,B_D
Will the increase of vendor protest cause road repair during public forum?,No,vendor protest,road repair,public forum,B_D
Will the increase of data subpoena cause legal session and the increase of tenant petition cause legal session?,Yes,data subpoena,tenant petition,legal session,B_D
Will the increase of chemical odor cause alarm malfunction during safety briefing?,No,chemical odor,alarm malfunction,safety briefing,B_D
Will the increase of parking dispute cause council meeting and the increase of noise complaint cause council meeting?,Yes,parking dispute,noise complaint,council meeting,B_D
Will the increase of server slowdown cause billing mismatch during support triage?,No,server slowdown,billing mismatch,support triage,B_D
Will the increase of shipment backlog cause logistics briefing and the increase of forklift breakdown cause logistics briefing?,Yes,shipment backlog,forklift breakdown,logistics briefing,B_D
Will the increase of classroom leak cause heater failure during maintenance meeting?,No,classroom leak,heater failure,maintenance meeting,B_D
Will the increase of grant reduction cause budget meeting and the increase of invoice error cause budget meeting?,Yes,grant reduction,invoice error,budget meeting,B_D
Will the increase of harbor dredging cause bridge repaint during schedule planning?,No,harbor dredging,bridge repaint,schedule planning,B_D
Will the increase of lab incident cause review meeting and the increase of privacy complaint cause review meeting?,Yes,lab incident,privacy complaint,review meeting,B_D
Will the increase of key snap cause lock rust during door stuck?,No,key snap,lock rust,door stuck,B_D
Will the increase of tax audit cause finance huddle and the increase of contract renewal cause finance huddle?,Yes,tax audit,contract renewal,finance huddle,B_D
Will the increase of roof damage cause pipe corrosion during repair visit?,No,roof damage,pipe corrosion,repair visit,B_D
Will the increase of temperature breach cause menu review and the increase of label error cause menu review?,Yes,temperature breach,label error,menu review,B_D
Will the increase of drone sighting cause crowd surge during security briefing?,No,drone sighting,crowd surge,security briefing,B_D
Will the increase of shaft vibration cause elevator inspection and the increase of cable fray cause elevator inspection?,Yes,shaft vibration,cable fray,elevator inspection,B_D
Will the increase of fan break cause vent clog during hot room?,No,fan break,vent clog,hot room,B_D
Will the increase of policy draft cause board briefing and the increase of union request cause board briefing?,Yes,policy draft,union request,board briefing,B_D
Will the increase of permit appeal cause traffic study during planning summit?,No,permit appeal,traffic study,planning summit,B_D
Will the increase of accessibility report cause inspection huddle and the increase of lighting defect cause inspection huddle?,Yes,accessibility report,lighting defect,inspection huddle,B_D
Will the increase of customs complaint cause billing dispute during vendor meeting?,No,customs complaint,billing dispute,vendor meeting,B_D
Will the increase of curriculum proposal cause faculty meeting and the increase of lab shortage cause faculty meeting?,Yes,curriculum proposal,lab shortage,faculty meeting,B_D
Will the increase of lost roster cause scratched lens during safety workshop?,No,lost roster,scratched lens,safety workshop,B_D
Will the increase of unsigned invoice cause policy hearing and the increase of jammed printer cause policy hearing?,Yes,unsigned invoice,jammed printer,policy hearing,B_D
Will the increase of delayed appeal cause cracked railing during facilities inspection?,No,delayed appeal,cracked railing,facilities inspection,B_D
Will the increase of misfiled memo cause incident debrief and the increase of flickering monitor cause incident debrief?,Yes,misfiled memo,flickering monitor,incident debrief,B_D
Will the increase of expired permit cause sagging ceiling during compliance review?,No,expired permit,sagging ceiling,compliance review,B_D
Will the increase of duplicate report cause service forum and the increase of muted speaker cause service forum?,Yes,duplicate report,muted speaker,service forum,B_D
Will the increase of wrong contract cause warped door during repair briefing?,No,wrong contract,warped door,repair briefing,B_D
Will the increase of pending request cause network roundtable and the increase of tangled router cause network roundtable?,Yes,pending request,tangled router,network roundtable,B_D
Will the increase of unclear notice cause loose vent during community meeting?,No,unclear notice,loose vent,community meeting,B_D
Will the increase of rejected proposal cause tenant huddle and the increase of chipped tile cause tenant huddle?,Yes,rejected proposal,chipped tile,tenant huddle,B_D
Will the increase of lost receipt cause frayed keyboard during support session?,No,lost receipt,frayed keyboard,support session,B_D
Will the increase of conflicting agenda cause health screening and the increase of moldy carpet cause health screening?,Yes,conflicting agenda,moldy carpet,health screening,B_D
Will the increase of revised schedule cause stuck latch during security briefing?,No,revised schedule,stuck latch,security briefing,B_D
Will the increase of late ticket cause audit seminar and the increase of overheated router cause audit seminar?,Yes,late ticket,overheated router,audit seminar,B_D
Will the increase of missing record cause rusted pipe during budget workshop?,No,missing record,rusted pipe,budget workshop,B_D
Will the increase of unsigned form cause quality review and the increase of glitched switch cause quality review?,Yes,unsigned form,glitched switch,quality review,B_D
Will the increase of delayed notice cause damp window during safety walkthrough?,No,delayed notice,damp window,safety walkthrough,B_D
Will the increase of misfiled ticket cause policy seminar and the increase of blurred camera cause policy seminar?,Yes,misfiled ticket,blurred camera,policy seminar,B_D
Will the increase of expired request cause frozen duct during repair roundtable?,No,expired request,frozen duct,repair roundtable,B_D
Will the increase of duplicate memo cause incident forum and the increase of unstable sensor cause incident forum?,Yes,duplicate memo,unstable sensor,incident forum,B_D
Will the increase of wrong invoice cause cracked stair during facilities briefing?,No,wrong invoice,cracked stair,facilities briefing,B_D
Will the increase of pending appeal cause compliance workshop and the increase of loose window cause compliance workshop?,Yes,pending appeal,loose window,compliance workshop,B_D
Will the increase of unclear proposal cause jammed touchpad during service huddle?,No,unclear proposal,jammed touchpad,service huddle,B_D
Will the increase of rejected contract cause community forum and the increase of warped floor cause community forum?,Yes,rejected contract,warped floor,community forum,B_D
Will the increase of late roster cause muted microphone during network training?,No,late roster,muted microphone,network training,B_D
Will the increase of policy overhaul cause inspection visit and the increase of circuit scorch cause inspection visit?,Yes,policy overhaul,circuit scorch,inspection visit,B_D
Will the increase of license renewal cause lubricant seep during maintenance call?,No,license renewal,lubricant seep,maintenance call,B_D
Will the increase of cable unplug cause restart cycle and the increase of thread stall cause restart cycle?,Yes,cable unplug,thread stall,restart cycle,B_D
Will the increase of rule update cause brake squeal during safety check?,No,rule update,brake squeal,safety check,B_D
Will the increase of funding cap cause service triage and the increase of parts shortage cause service triage?,Yes,funding cap,parts shortage,service triage,B_D
Will the increase of route redesign cause signal drift during schedule revision?,No,route redesign,signal drift,schedule revision,B_D
Will the increase of permit rewrite cause site review and the increase of pipe rupture cause site review?,Yes,permit rewrite,pipe rupture,site review,B_D
Will the increase of tax change cause pricing error during billing review?,No,tax change,pricing error,billing review,B_D
Will the increase of tea spill cause bad drink and the increase of milk sour cause bad drink?,Yes,tea spill,milk sour,bad drink,B_D
Will the increase of weather bulletin cause radar failure during flight briefing?,No,weather bulletin,radar failure,flight briefing,B_D
Will the increase of policy memo cause support huddle and the increase of software deadlock cause support huddle?,Yes,policy memo,software deadlock,support huddle,B_D
Will the increase of contract update cause seal failure during quality inspection?,No,contract update,seal failure,quality inspection,B_D
Will the increase of server hot cause site down and the increase of code bug cause site down?,Yes,server hot,code bug,site down,B_D
Will the increase of route alert cause map error during driver notice?,No,route alert,map error,driver notice,B_D
Will the increase of room shortage cause makeup exam and the increase of grading bug cause makeup exam?,Yes,room shortage,grading bug,makeup exam,B_D
Will the increase of code bug cause disk full during app crash?,No,code bug,disk full,app crash,B_D
Will the increase of shift policy cause checkout slowdown and the increase of scanner break cause checkout slowdown?,Yes,shift policy,scanner break,checkout slowdown,B_D
Will the increase of dns change cause script error during page reload?,No,dns change,script error,page reload,B_D
Will the increase of statute notice cause entry queue and the increase of hinge seize cause entry queue?,Yes,statute notice,hinge seize,entry queue,B_D
Will the increase of storm advisory cause track defect during train reroute?,No,storm advisory,track defect,train reroute,B_D
Will the increase of lens blur cause photo bad and the increase of hand shake cause photo bad?,Yes,lens blur,hand shake,photo bad,B_D
Will the increase of safety mandate cause ladder crack during work stoppage?,No,safety mandate,ladder crack,work stoppage,B_D
Will the increase of hiring pause cause release delay and the increase of kernel upgrade cause release delay?,Yes,hiring pause,kernel upgrade,release delay,B_D
Will the increase of referendum call cause parking petition during public session?,No,referendum call,parking petition,public session,B_D
Will the increase of holiday surge cause help backlog and the increase of receipt mismatch cause help backlog?,Yes,holiday surge,receipt mismatch,help backlog,B_D
An increase in pilot strike leads to more volcanic ash during flight cancellation.,No,pilot strike,volcanic ash,flight cancellation,B_A
An increase in crew shortage leads to more train delay and an increase in signal failure leads to more train delay.,Yes,crew shortage,signal failure,train delay,B_A
An increase in length value leads to more width value during rectangle area.,No,length value,width value,rectangle area,B_A
An increase in ddos attack leads to more network outage and an increase in fiber cut leads to more network outage.,Yes,ddos attack,fiber cut,network outage,B_A
An increase in gas leak leads to more snowstorm warning during campus closure.,No,gas leak,snowstorm warning,campus closure,B_A
An increase in storm cloud leads to more sky dark and an increase in night fall leads to more sky dark.,Yes,storm cloud,night fall,sky dark,B_A
An increase in runway debris leads to more crew shortage during flight delay.,No,runway debris,crew shortage,flight delay,B_A
An increase in payment outage leads to more checkout delay and an increase in barcode error leads to more checkout delay.,Yes,payment outage,barcode error,checkout delay,B_A
An increase in dust pile leads to more pollen float during sneeze fit.,No,dust pile,pollen float,sneeze fit,B_A
An increase in ice melt leads to more floor wet and an increase in pipe leak leads to more floor wet.,Yes,ice melt,pipe leak,floor wet,B_A
An increase in teacher strike leads to more flu outbreak during class cancellation.,No,teacher strike,flu outbreak,class cancellation,B_A
An increase in dns failure leads to more website downtime and an increase in certificate expiry leads to more website downtime.,Yes,dns failure,certificate expiry,website downtime,B_A
An increase in alarm fail leads to more guard sleep during theft risk.,No,alarm fail,guard sleep,theft risk,B_A
An increase in baggage backlog leads to more departure delay and an increase in runway closure leads to more departure delay.,Yes,baggage backlog,runway closure,departure delay,B_A
