data,label,X,Y,Z,Classification
Will the increase of book fair sales cause lost child reports during international book fair?,No,book fair sales,lost child reports,international book fair,B_D
Will spring fair cause the increase of fairground ride tickets and sound permit extensions?,Yes,fairground ride tickets,sound permit extensions,spring fair,B_D
Will the increase of photography equipment sales cause museum theft alerts during photo exhibition?,No,photography equipment sales,museum theft alerts,photo exhibition,B_D
Will adventure sports festival cause the increase of climbing harness sales and rope inspection delays?,Yes,climbing harness sales,rope inspection delays,adventure sports festival,B_D
Will the increase of marathon shoe sales cause dehydration aid calls during city marathon?,No,marathon shoe sales,dehydration aid calls,city marathon,B_D
Will retro music cause the increase of vinyl record sales and storage unit shortages?,Yes,vinyl record sales,storage unit shortages,retro music,B_D
Will the increase of ski lodge reservations cause avalanche warnings during alpine festival?,No,ski lodge reservations,avalanche warnings,alpine festival,B_D
Will rooftop farming month cause the increase of urban farm box sales and elevator overuse complaints?,Yes,urban farm box sales,elevator overuse complaints,rooftop farming month,B_D
Will the increase of tomato seed sales cause irrigation complaints during spring gardening week?,No,tomato seed sales,irrigation complaints,spring gardening week,B_D
Will heritage celebration cause the increase of historical tour bookings and bus lane reroutes?,Yes,historical tour bookings,bus lane reroutes,heritage celebration,B_D
Will the increase of ski goggle sales cause lift line delays during winter sports?,No,ski goggle sales,lift line delays,winter sports,B_D
Will culinary culture week cause the increase of online recipe downloads and grocery restock delays?,Yes,online recipe downloads,grocery restock delays,culinary culture week,B_D
Will the increase of pumpkin sales cause police patrol shifts during harvest fair?,No,pumpkin sales,police patrol shifts,harvest fair,B_D
Will charity concert cause the increase of livestream ticket sales and web server overloads?,Yes,livestream ticket sales,web server overloads,charity concert,B_D
Will the increase of school notebook sales cause public transit congestion during exam registration?,No,school notebook sales,public transit congestion,exam registration,B_D
Will winter sports gala cause the increase of ice rink entry sales and heating system strain?,Yes,ice rink entry sales,heating system strain,winter sports gala,B_D
Will the increase of jewelry sales cause security guard hires during wedding expo?,No,jewelry sales,security guard hires,wedding expo,B_D
Will anglers showcase day cause the increase of fishing bait sales and riverbank congestion?,Yes,fishing bait sales,riverbank congestion,anglers showcase day,B_D
Will the increase of pet costume sales cause parking lot shortages during pet parade?,No,pet costume sales,parking lot shortages,pet parade,B_D
Will green home month cause the increase of indoor plant sales and humidity control problems?,Yes,indoor plant sales,humidity control problems,green home month,B_D
Will the increase of souvenir sales cause luggage overweight fines during regional fair?,No,souvenir sales,luggage overweight fines,regional fair,B_D
Will auto tech cause the increase of self-driving car demo rides and GPS recalibration reports?,Yes,self-driving car demo rides,GPS recalibration reports,auto tech,B_D
Will the increase of wool coat purchases cause heating system failures during icy wind?,No,wool coat purchases,heating system failures,icy wind,B_D
Will forest leisure cause the increase of portable hammock sales and tree damage reports?,Yes,portable hammock sales,tree damage reports,forest leisure,B_D
Will the increase of solar panel installations cause transformer overloads during green energy rebate month?,No,solar panel installations,transformer overloads,green energy rebate month,B_D
Will forest night trek cause the increase of camping lantern rentals and path obstruction reports?,Yes,camping lantern rentals,path obstruction reports,forest night trek,B_D
Will the increase of rain boot sales cause sewer blockage reports during flash flood warning?,No,rain boot sales,sewer blockage reports,flash flood warning,B_D
Will digital music gala cause the increase of online concert ticket sales and livestream lag reports?,Yes,online concert ticket sales,livestream lag reports,digital music gala,B_D
Will the increase of fitness tracker sales cause gym overcrowding during corporate wellness month?,No,fitness tracker sales,gym overcrowding,corporate wellness month,B_D
Will alpine snow week cause the increase of ski lift ticket sales and shuttle bus breakdowns?,Yes,ski lift ticket sales,shuttle bus breakdowns,alpine snow week,B_D
Will the increase of fireworks sales cause ambulance siren calls during midsummer fireworks night?,No,fireworks sales,ambulance siren calls,midsummer fireworks night,B_D
Will mobility awareness day cause the increase of electric scooter hires and curbside accident alerts?,Yes,electric scooter hires,curbside accident alerts,mobility awareness day,B_D
Will the increase of karaoke bar entries cause taxi shortage reports during nightlife festival?,No,karaoke bar entries,taxi shortage reports,nightlife festival,B_D
Will education innovation cause the increase of online lecture views and microphone failure reports?,Yes,online lecture views,microphone failure reports,education innovation,B_D
Will the increase of fruit juice sales cause stomach upset reports during tropical fruit fair?,No,fruit juice sales,stomach upset reports,tropical fruit fair,B_D
Will urban cycling fair cause the increase of bike lock sales and key duplication warnings?,Yes,bike lock sales,key duplication warnings,urban cycling fair,B_D
Will the increase of stroller purchases cause crosswalk congestion during baby expo?,No,stroller purchases,crosswalk congestion,baby expo,B_D
Will hydration awareness day cause the increase of reusable bottle sales and dispenser shortage complaints?,Yes,reusable bottle sales,dispenser shortage complaints,hydration awareness day,B_D
Will the increase of bottled juice sales cause ambulance deployments during heatstroke drill day?,No,bottled juice sales,ambulance deployments,heatstroke drill day,B_D
Will canyon climbing cause the increase of hiking rope purchases and rescue helicopter delays?,Yes,hiking rope purchases,rescue helicopter delays,canyon climbing,B_D
Will the increase of smart speaker sales cause network instability reports during tech discount?,No,smart speaker sales,network instability reports,tech discount,B_D
Will culinary festival cause the increase of gourmet spice sales and shipment backlog?,Yes,gourmet spice sales,shipment backlog,culinary festival,B_D
Will the increase of vegetable seed sales cause irrigation line breaks during agricultural fair?,No,vegetable seed sales,irrigation line breaks,agricultural fair,B_D
Will mountain wellness cause the increase of hiking stick sales and first responder delays?,Yes,hiking stick sales,first responder delays,mountain wellness,B_D
Will the increase of frozen dinner sales cause microwave repair calls during frozen foods month?,No,frozen dinner sales,microwave repair calls,frozen foods month,B_D
Will autumn harvest fair cause the increase of harvest basket sales and tractor detours?,Yes,harvest basket sales,tractor detours,autumn harvest fair,B_D
Will the increase of smoothie shop visits cause bicycle parking shortages during wellness?,No,smoothie shop visits,bicycle parking shortages,wellness,B_D
Will green education cause the increase of reusable notebook sales and printer error reports?,Yes,reusable notebook sales,printer error reports,green education,B_D
Will the increase of fireworks permit requests cause police crowd control shifts during independence celebration?,No,fireworks permit requests,police crowd control shifts,independence celebration,B_D
Will artisans gathering cause the increase of pottery glaze purchases and chemical spill reports?,Yes,pottery glaze purchases,chemical spill reports,artisans gathering,B_D
Will the increase of winter coat donations cause heating voucher shortages during charity drive week?,No,winter coat donations,heating voucher shortages,charity drive week,B_D
Will renewable cooking fair cause the increase of solar oven sales and fire hazard reports?,Yes,solar oven sales,fire hazard reports,renewable cooking fair,B_D
Will the increase of bus pass sales cause ferry overcrowding during intermodal transport festival?,No,bus pass sales,ferry overcrowding,intermodal transport festival,B_D
Will urban health expo cause the increase of air purifier rentals and filter backlog notices?,Yes,air purifier rentals,filter backlog notices,urban health expo,B_D
Will the increase of bottled tea sales cause headache clinic visits during exam cramming?,No,bottled tea sales,headache clinic visits,exam cramming,B_D
Will ocean sports carnival cause the increase of surfboard rentals and wave injury alerts?,Yes,surfboard rentals,wave injury alerts,ocean sports carnival,B_D
Will the increase of hot chocolate sales cause tent shortage reports during winter carnival?,No,hot chocolate sales,tent shortage reports,winter carnival,B_D
Will heritage dance festival cause the increase of cultural dance ticket sales and shoe shortage notices?,Yes,cultural dance ticket sales,shoe shortage notices,heritage dance festival,B_D
Will the increase of lantern sales cause parking ticket spikes during cultural light parade?,No,lantern sales,parking ticket spikes,cultural light parade,B_D
Will frozen arts gala cause the increase of ice sculpture sales and chiller breakdowns?,Yes,ice sculpture sales,chiller breakdowns,frozen arts gala,B_D
Will the increase of student ID renewals cause hallway congestion during semester start?,No,student ID renewals,hallway congestion,semester start,B_D
Will e-sports convention cause the increase of gaming headset sales and account reset requests?,Yes,gaming headset sales,account reset requests,e-sports convention,B_D
Will the increase of life jacket rentals cause dock crowding during boating safety?,No,life jacket rentals,dock crowding,boating safety,B_D
Will storm preparedness cause the increase of weather app downloads and signal outage complaints?,Yes,weather app downloads,signal outage complaints,storm preparedness,B_D
Will the increase of electric bicycle rentals cause bridge congestion during eco-transport festival?,No,electric bicycle rentals,bridge congestion,eco-transport festival,B_D
Will park leisure day cause the increase of outdoor hammock sales and tree inspection reports?,Yes,outdoor hammock sales,tree inspection reports,park leisure day,B_D
Will the increase of corn-on-cob sales cause farm animal escapes during rural harvest carnival?,No,corn-on-cob sales,farm animal escapes,rural harvest carnival,B_D
Will eco-fashion month cause the increase of solar watch sales and malfunction returns?,Yes,solar watch sales,malfunction returns,eco-fashion month,B_D
Will the increase of camera purchases cause subway platform delays during travel expo week?,No,camera purchases,subway platform delays,travel expo week,B_D
Will nutrition fair cause the increase of smoothie blender rentals and power socket failures?,Yes,smoothie blender rentals,power socket failures,nutrition fair,B_D
Will the increase of air ticket sales cause parking shortages during international air show?,No,air ticket sales,parking shortages,international air show,B_D
Will equestrian show cause the increase of horse saddle sales and vet clinic checkups?,Yes,horse saddle sales,vet clinic checkups,equestrian show,B_D
Will the increase of fishing bait sales cause coast guard alerts during fishing safety?,No,fishing bait sales,coast guard alerts,fishing safety,B_D
Will motorsport cause the increase of car rally ticket sales and noise ordinance waivers?,Yes,car rally ticket sales,noise ordinance waivers,motorsport,B_D
Will the increase of camping lantern sales cause forest ranger patrols during wilderness safety?,No,camping lantern sales,forest ranger patrols,wilderness safety,B_D
Will city gardening cause the increase of smart garden kit sales and pest control visits?,Yes,smart garden kit sales,pest control visits,city gardening,B_D
Will the increase of bread machine sales cause yeast shortage complaints during home baking month?,No,bread machine sales,yeast shortage complaints,home baking month,B_D
Will farmers bread fair cause the increase of artisan bread sales and oven malfunction reports?,Yes,artisan bread sales,oven malfunction reports,farmers bread fair,B_D
Will the increase of festival wristband sales cause longer bathroom lines during folk festival?,No,festival wristband sales,longer bathroom lines,folk festival,B_D
Will international gastronomy month cause the increase of cultural food tour bookings and taxi delays?,Yes,cultural food tour bookings,taxi delays,international gastronomy month,B_D
Will the increase of tablet purchases cause library Wi-Fi failures during digital learning week?,No,tablet purchases,library Wi-Fi failures,digital learning week,B_D
Will wellness retreat cause the increase of yoga class enrollments and mat shortage notices?,Yes,yoga class enrollments,mat shortage notices,wellness retreat,B_D
Will the increase of rain poncho sales cause subway stair accidents during typhoon alert days?,No,rain poncho sales,subway stair accidents,typhoon alert days,B_D
Will zero waste month cause the increase of eco-friendly detergent sales and recycling center overloads?,Yes,eco-friendly detergent sales,recycling center overloads,zero waste month,B_D
Will the increase of marathon registration fees cause sports drink shortages during charity marathon?,No,marathon registration fees,sports drink shortages,charity marathon,B_D
Will wedding showcase cause the increase of photo booth signups and ticket scanning errors?,Yes,photo booth signups,ticket scanning errors,wedding showcase,B_D
Will the increase of graduation gown rentals cause auditorium power outages during convocation ceremony?,No,graduation gown rentals,auditorium power outages,convocation ceremony,B_D
Will alpine hiking cause the increase of mountain trail pass sales and rescue drone deployments?,Yes,mountain trail pass sales,rescue drone deployments,alpine hiking,B_D
Will the increase of conference badge sales cause translation booth shortages during international summit?,No,conference badge sales,translation booth shortages,international summit,B_D
Will snow sculpting cause the increase of ice carving tool sales and frostbite reports?,Yes,ice carving tool sales,frostbite reports,snow sculpting,B_D
Will the increase of guitar string sales cause stage collapse alerts during open mic?,No,guitar string sales,stage collapse alerts,open mic,B_D
Will sustainability cafe cause the increase of eco-coffee cup sales and dishwasher backlog?,Yes,eco-coffee cup sales,dishwasher backlog,sustainability cafe,B_D
Will the increase of painting kit sales cause parking garage congestion during arts and crafts?,No,painting kit sales,parking garage congestion,arts and crafts,B_D
Will museum anniversary cause the increase of interactive exhibit tickets and elevator congestion?,Yes,interactive exhibit tickets,elevator congestion,museum anniversary,B_D
Will the increase of voter registration forms cause ballot misprints during early voting?,No,voter registration forms,ballot misprints,early voting,B_D
Will seaside carnival cause the increase of boardwalk snack sales and trash can fires?,Yes,boardwalk snack sales,trash can fires,seaside carnival,B_D
Will the increase of chess board sales cause hallway crowding during interschool chess tournament?,No,chess board sales,hallway crowding,interschool chess tournament,B_D
Will open-air concert cause the increase of festival wristband purchases and barcode scan failures?,Yes,festival wristband purchases,barcode scan failures,open-air concert,B_D
Will the increase of local craft beer sales cause hospital admissions during brew festival?,No,local craft beer sales,hospital admissions,brew festival,B_D
Will sky festival cause the increase of hot air balloon ride sales and traffic control issues?,Yes,hot air balloon ride sales,traffic control issues,sky festival,B_D
Will the increase of parade float materials cause noise citation spikes during midsummer parade?,No,parade float materials,noise citation spikes,midsummer parade,B_D
Will heritage cinema cause the increase of cultural film ticket sales and queue overflow?,Yes,cultural film ticket sales,queue overflow,heritage cinema,B_D
Will the increase of climbing rope sales cause mountain lodge shortages during climbing festival?,No,climbing rope sales,mountain lodge shortages,climbing festival,B_D
Will futsal tournament cause the increase of indoor soccer ball sales and injury insurance claims?,Yes,indoor soccer ball sales,injury insurance claims,futsal tournament,B_D
Will the increase of pastry shop orders cause delivery van crashes during bakery fair?,No,pastry shop orders,delivery van crashes,bakery fair,B_D
Will national fair cause the increase of souvenir magnet sales and airline luggage rechecks?,Yes,souvenir magnet sales,airline luggage rechecks,national fair,B_D
Will the increase of herbal tea sales cause office fatigue complaints during stress awareness week?,No,herbal tea sales,office fatigue complaints,stress awareness week,B_D
Will local expo cause the increase of event photography bookings and power socket overloads?,Yes,event photography bookings,power socket overloads,local expo,B_D
Will the increase of photography workshop signups cause traffic wardens patrols during photo festival?,No,photography workshop signups,traffic wardens patrols,photo festival,B_D
Will brewing festival cause the increase of craft beer mug sales and dishwashing machine failures?,Yes,craft beer mug sales,dishwashing machine failures,brewing festival,B_D
Will the increase of graduation ticket sales cause metro gate malfunctions during high school commencement?,No,graduation ticket sales,metro gate malfunctions,high school commencement,B_D
Will outdoor theater night cause the increase of digital ticket sales and QR code misreads?,Yes,digital ticket sales,QR code misreads,outdoor theater night,B_D
Will the increase of picnic basket rentals cause garbage truck reroutes during community fair day?,No,picnic basket rentals,garbage truck reroutes,community fair day,B_D
Will home gadget cause the increase of smart lamp purchases and circuit complaints?,Yes,smart lamp purchases,circuit complaints,home gadget,B_D
Will the increase of hiking permit sales cause ranger overtime shifts during mountain safety week?,No,hiking permit sales,ranger overtime shifts,mountain safety week,B_D
Will youth e-sport rally cause the increase of mobile game downloads and account lockouts?,Yes,mobile game downloads,account lockouts,youth e-sport rally,B_D
Will the increase of bicycle light sales cause ticket fines during night cycling parade?,No,bicycle light sales,ticket fines,night cycling parade,B_D
Will tourism promotion cause the increase of interactive map app signups and login crashes?,Yes,interactive map app signups,login crashes,tourism promotion,B_D
Will the increase of frozen yogurt sales cause ambulance dispatches during extreme heat rally?,No,frozen yogurt sales,ambulance dispatches,extreme heat rally,B_D
Will endurance race cause the increase of cycling marathon shirt sales and hydration refill delays?,Yes,cycling marathon shirt sales,hydration refill delays,endurance race,B_D
Will the increase of solar lantern sales cause animal control calls during night farming festival?,No,solar lantern sales,animal control calls,night farming festival,B_D
Will symphony rehearsal cause the increase of violin bow sales and stage hazard alerts?,Yes,violin bow sales,stage hazard alerts,symphony rehearsal,B_D
Will the increase of smoothie blender sales cause electric fire incidents during home appliance fair?,No,smoothie blender sales,electric fire incidents,home appliance fair,B_D
Will trail conservation week cause the increase of hiking water bottle sales and campsite shortage reports?,Yes,hiking water bottle sales,campsite shortage reports,trail conservation week,B_D
Will the increase of e-bike rentals cause helmet inspection notices during urban safety?,No,e-bike rentals,helmet inspection notices,urban safety,B_D
Will winter cause the increase of candle sales increase and and higher home heating costs?,Yes,candle sales increase and,higher home heating costs,winter,B_D
Will the increase of cycling tour signups cause ferry rerouting during cross-city cycling festival?,No,cycling tour signups,ferry rerouting,cross-city cycling festival,B_D
Will sunny weather cause the increase of sunscreen purchases and burning injuries?,Yes,sunscreen purchases,burning injuries,sunny weather,B_D
Will the increase of picnic chair rentals cause recycling station overflows during riverside family picnic day?,No,picnic chair rentals,recycling station overflows,riverside family picnic day,B_D
Will office work hours cause the increase of coffee consumption and printer usage?,Yes,coffee consumption,printer usage,office work hours,B_D
Will the increase of teacher handbook sales cause lobby congestion during national teacher conference?,No,teacher handbook sales,lobby congestion,national teacher conference,B_D
Will university game nights cause the increase of pizza deliveries and trash overflow?,Yes,pizza deliveries,trash overflow,university game nights,B_D
Will the increase of suitcase sales cause escalator stoppages during summer travel expo?,No,suitcase sales,escalator stoppages,summer travel expo,B_D
Will fan convention cause the increase of comic book purchases and arcade game attendance?,Yes,comic book purchases,arcade game attendance,fan convention,B_D
Will the increase of beach umbrella rentals cause volunteer shortage notices during coastal cleanup?,No,beach umbrella rentals,volunteer shortage notices,coastal cleanup,B_D
Will summer days cause the increase of ice cream sales and sunburn cases?,Yes,ice cream sales,sunburn cases,summer days,B_D
Will the increase of flower delivery orders cause street barricades during mothers day?,No,flower delivery orders,street barricades,mothers day,B_D
Will heatwaves cause the increase of fan purchases and outdoor concert attendance?,Yes,fan purchases,outdoor concert attendance,heatwaves,B_D
Will the increase of popcorn sales cause audio malfunction complaints during independent film festival?,No,popcorn sales,audio malfunction complaints,independent film festival,B_D
Will final exam cause the increase of coffee shop visits and late-night study sessions?,Yes,coffee shop visits,late-night study sessions,final exam,B_D
Will the increase of football boot purchases cause crowd surge alerts during junior football cup?,No,football boot purchases,crowd surge alerts,junior football cup,B_D
Will a holiday heatwave cause the increase of beach umbrella rentals and more ice cream truck visits?,Yes,beach umbrella rentals,more ice cream truck visits,a holiday heatwave,B_D
Will the increase of power bank sales cause overheating complaints during coding hackathon week?,No,power bank sales,overheating complaints,coding hackathon week,B_D
Will holiday season cause the increase of shopping bag usage and car traffic?,Yes,shopping bag usage,car traffic,holiday season,B_D
Will the increase of theater costume rentals cause makeup room accidents during children drama festival?,No,theater costume rentals,makeup room accidents,children drama festival,B_D
Will environmental campaigns cause the increase of reusable bag purchases and plastic waste reduction?,Yes,reusable bag purchases,plastic waste reduction,environmental campaigns,B_D
Will the increase of canvas sales cause paint spill reports during local art fair?,No,canvas sales,paint spill reports,local art fair,B_D
Will cultural awareness cause the increase of virtual museum tour views and postcard orders?,Yes,virtual museum tour views,postcard orders,cultural awareness,B_D
Will the increase of beer purchases cause street altercations during city Oktoberfest celebration?,No,beer purchases,street altercations,city Oktoberfest celebration,B_D
Will community gardening days cause the increase of shovel rentals and back injuries?,Yes,shovel rentals,back injuries,community gardening days,B_D
Will the increase of hiking tent rentals cause animal disturbance reports during national park festival?,No,hiking tent rentals,animal disturbance reports,national park festival,B_D
Will spring carnival cause the increase of cotton candy sales and carousel ride tickets?,Yes,cotton candy sales,carousel ride tickets,spring carnival,B_D
Will the increase of student loan applications cause processing backlogs during financial aid awareness?,No,student loan applications,processing backlogs,financial aid awareness,B_D
Will power outages cause the increase of candle purchases and fire department calls?,Yes,candle purchases,fire department calls,power outages,B_D
Will the increase of fishing license sales cause pier congestion during lake reopening?,No,fishing license sales,pier congestion,lake reopening,B_D
Will international student orientation cause the increase of language learning app installs and journal purchases?,Yes,language learning app installs,journal purchases,international student orientation,B_D
